,Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits,Date_published,Success
2915,Intemporelle Obsession,Sangdelicorne,710119,2013-03-06,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,Français,1271,1,2,10,1,445,2013-03-06,0
2916,Liberation,notsmokingcamellights,693560,2013-02-21,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,1822,1,0,23,1,735,2013-02-21,0
2917,Love Letters,mautadite,691377,2013-02-19,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,6650,1,101,1133,222,20417,2013-02-19,1
2918,Goodbye,nathaniel_hp,681031,2013-01-30,Teen And Up Audiences,"M/M, Gen",No Archive Warnings Apply,Complete Work,English,1193,1,2,33,3,931,2013-01-30,0
2919,Schism,ThornWild,652157,2013-01-23,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,2523,1,2,29,3,679,2013-01-23,0
2920,Le plus difficile,Nelja,644045,2013-01-18,Teen And Up Audiences,Gen,Major Character Death,Complete Work,Français,2914,1,4,9,1,297,2013-01-18,0
2921,A Stolen Moment,alafaye,629799,2013-01-08,Mature,M/M,No Archive Warnings Apply,Complete Work,English,724,1,0,69,2,1316,2013-01-08,1
2922,(Re)componerte,aguasturbias,621442,2013-01-02,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,Español,622,1,0,10,1,358,2013-01-03,0
2923,Waiting for Father Christmas,binks95,937702,2012-12-25,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,881,1,1,32,0,572,2012-12-25,0
2924,Over By Christmas,inamac,20283889,2012-12-25,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,2144,1,0,10,0,318,2012-12-25,0
2925,[Podfic] Legend of the Accursed Fruitcake of Camlann,sisi_rambles,608657,2012-12-25,Teen And Up Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,English,18,1,8,64,17,1177,2012-12-25,1
2926,Together We Will Take the World Apart,Hattingmad,589451,2012-12-11,Mature,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Work in Progress,English,6324,4,7,121,16,1785,2012-12-11,1
2927,Gay!Albus Motivational Posters (Pictorial Meta),iulia_linnea,576655,2012-11-29,Teen And Up Audiences,"Other, M/M",No Archive Warnings Apply,Complete Work,English,0,1,5,41,2,12597,2012-11-29,1
2928,Letters From Your Enemy,The_Marron,572312,2012-11-24,Not Rated,M/M,No Archive Warnings Apply,Complete Work,English,6031,4,21,115,9,1315,2012-11-24,1
2929,A Brief Eternity of Beelessness,iulia_linnea,564560,2012-11-16,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,100,1,4,16,1,431,2012-11-16,0
2930,Not for the Greater Good,iulia_linnea,559348,2012-11-10,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,147,1,0,14,1,587,2012-11-10,0
2931,Could Have Been,iulia_linnea,559289,2012-11-10,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,583,1,4,24,1,655,2012-11-10,0
2932,Stormseeker: Myriad Destinies,Serriya (Keolah),534640,2012-10-17,Mature,Multi,Choose Not To Use Archive Warnings,Complete Work,English,28754,7,3,26,2,952,2012-10-11,0
2933,At Last,LadySlytherin,536379,2012-10-13,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,2578,1,2,74,7,1201,2012-10-13,1
2934,Summers Were Never The Same,Lunarflare14,529907,2012-10-06,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,3371,1,3,48,4,950,2012-10-06,1
2935,Bedtime Story,BeastOfTheSea,514110,2012-09-16,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,435,1,5,138,21,1344,2012-09-17,1
2936,Fallas,aguasturbias,500659,2012-08-31,Teen And Up Audiences,M/M,Major Character Death,Complete Work,Español,10048,1,2,11,2,502,2012-08-31,0
2937,Desire : Assouvissement,Jainas,496596,2012-08-26,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,Français,340,1,0,5,0,213,2012-08-26,0
2938,Když odkvetly růže,MaryBarrens,488612,2012-08-17,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,Čeština,1359,1,8,17,1,190,2012-08-17,0
2939,Knowing You,sherryvernet,484260,2012-08-12,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,397,1,1,23,0,397,2012-08-12,0
2940,Klopstock II: Lines in Stone,sherryvernet,484281,2012-08-12,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,178,1,0,8,0,230,2012-08-12,0
2941,Klopstock I: The Last Summer Night,sherryvernet,484274,2012-08-12,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,155,1,0,8,0,306,2012-08-12,0
2942,asphodel,Nygmatech (orphan_account),477315,2012-08-04,General Audiences,"F/M, M/M",Major Character Death,Complete Work,English,816,1,3,25,1,686,2012-08-04,0
2943,Joyeuse Saint-Valentin!,BabyDracky,461324,2012-07-17,Teen And Up Audiences,"F/F, F/M, Gen, M/M, Other",Choose Not To Use Archive Warnings,Complete Work,Français,8737,23,0,34,0,1390,2012-07-16,0
2944,The Motion of Mutable Things,bispectral,440723,2012-06-22,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,1808,1,36,180,33,5348,2012-06-22,1
2945,Menteur,Nadirha,436608,2012-06-17,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Français,100,1,1,13,0,287,2012-06-17,0
2946,To Encourage the Others,inamac,503932,2012-05-31,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,1215,1,0,86,6,2684,2012-05-31,1
2947,Motive for Metaphor 100,verus_janus (Methleigh),410133,2012-05-21,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,100,1,0,5,0,279,2012-05-22,0
2948,One Brilliant Moment,ridingcropinthemortuary,404103,2012-05-13,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,1949,1,1,43,3,891,2012-05-13,1
2949,The Flamel Club,Hedge_witch,390165,2012-05-08,Mature,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,10435,5,7,15,3,450,2012-04-23,0
2950,This Is Love,wynnebat,3703723,2012-04-29,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,147,1,4,47,1,762,2012-04-29,1
2951,Unwanted Knowledge,stackcats,389263,2012-04-22,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,1166,1,0,33,2,769,2012-04-22,0
2952,Living On,gyzym,619228,2012-04-04,Teen And Up Audiences,"F/M, Gen, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,13052,2,53,659,209,12057,2012-03-26,1
2953,A Taste of Magic,Bonfoi,372378,2012-03-30,Teen And Up Audiences,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,11615,1,10,55,9,3345,2012-03-31,1
2954,A Headmaster's Priviledge,Gyptian,342343,2012-02-18,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,2110,1,4,27,1,767,2012-02-18,0
2955,A Symbol of My Undying Affection,MissE,339717,2012-02-14,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,663,1,0,103,3,1775,2012-02-14,1
2956,To Talk of Many Things,Sphynx,336115,2012-02-09,Teen And Up Audiences,M/M,Underage,Complete Work,English,17148,3,7,102,21,2228,2012-02-09,1
2957,A Taste of Truth,grim_lupine,336009,2012-02-09,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,762,1,15,313,25,5687,2012-02-09,1
2958,This is Kurys,AgeOfAlejandro,333133,2012-02-04,Mature,"F/M, Gen, M/M","Graphic Depictions Of Violence, Major Character Death",Work in Progress,English,13032,3,2,13,2,587,2012-02-05,0
2959,For the Greater Good,Nary,332952,2012-02-04,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,229,1,0,27,0,538,2012-02-04,0
2960,Reflection,DaughterofElros,327531,2012-01-26,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,619,1,1,62,0,1177,2012-01-26,1
2961,alone among the wreck,defcontwo,318678,2012-01-12,Teen And Up Audiences,M/M,Underage,Complete Work,English,1193,1,1,77,5,837,2012-01-12,1
2962,Son of Man,Captaingeek,308994,2011-12-31,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,1603,1,3,21,1,710,2011-12-31,0
2963,The in-between,Shulik,307558,2011-12-29,Teen And Up Audiences,"Gen, M/M","Choose Not To Use Archive Warnings, Major Character Death",Complete Work,English,1947,1,3,41,4,1389,2011-12-30,1
2964,Until I stay.,Shulik,306385,2011-12-28,Mature,"F/M, Multi",No Archive Warnings Apply,Complete Work,English,6506,6,3,14,1,643,2011-12-29,0
2965,Memorial,orphan_account,17176343,2011-12-26,Teen And Up Audiences,M/M,Major Character Death,Complete Work,Português brasileiro,743,1,0,0,0,36,2011-12-26,0
2966,A Lionhearted Boy,FreezingRayne,261693,2011-10-06,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,478,1,3,192,15,2441,2011-10-06,1
2967,Apocryphal Tales of Romance and Wonder,busaikko,305284,2011-10-05,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,15086,1,30,610,111,8779,2011-10-05,1
2968,You Were Invincible (Weren't We All Once?),masterofmidgets,259284,2011-09-30,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,779,1,3,55,3,914,2011-09-30,1
2969,Further Commentary,sarcasticsra,259128,2011-09-30,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,1109,1,1,33,6,520,2011-09-30,0
2970,Always and Forever,Nicnac,313726,2011-09-16,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,249,1,8,136,18,1766,2011-09-16,1
2971,Letters in the Dead of Night,Queen of the Castle (queen_of_the_castle_77),243751,2011-08-22,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,5667,1,7,289,43,6283,2011-08-23,1
2972,A Beautiful Morning,localfreak,242486,2011-08-20,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,659,1,2,57,3,1237,2011-08-20,1
2973,Persuasion,MiraMira,239589,2011-08-15,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,99,1,1,28,3,944,2011-08-15,0
2974,In Fragments Unsettled,oudeteron,238598,2011-08-12,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,1932,1,0,32,0,633,2011-08-12,0
2975,The Absolute Almost,oudeteron,237159,2011-08-09,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,1301,1,6,44,5,866,2011-08-09,1
2976,Those Faded Old Glimmers,oudeteron,236295,2011-08-07,Mature,M/M,No Archive Warnings Apply,Complete Work,English,8352,1,21,113,17,2365,2011-08-07,1
2977,Pieces of Times Long Past,oudeteron,235494,2011-08-06,Mature,M/M,Major Character Death,Complete Work,English,5274,8,1,37,3,971,2011-08-06,1
2978,The Prisoner's Remorse,Miss M (missm),235547,2011-08-06,Teen And Up Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,13669,1,23,233,49,3248,2011-08-06,1
2979,Perfect Equal,Miss M (missm),235236,2011-08-06,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,640,1,4,130,6,3571,2011-08-06,1
2980,Theatre of War,oudeteron,235230,2011-08-06,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,7810,1,7,42,6,1003,2011-08-06,1
2981,Spring Cleaning,lapetitesinge,221010,2011-07-09,Mature,M/M,No Archive Warnings Apply,Complete Work,English,7108,1,10,185,30,2645,2011-07-09,1
2982,Only You,Oshun,214453,2011-06-27,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,English,15321,5,8,57,11,1267,2011-06-23,1
2983,The Uses of Dragon Parts,kinky_kneazle,324559,2011-05-16,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,1880,1,0,76,8,2911,2011-05-16,1
2984,A Fairly Clear Signal,tree_and_leaf,182164,2011-04-11,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,573,1,9,74,7,1588,2011-04-11,1
2985,The Little bird,MelissaMelody,174448,2011-03-27,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,100,1,0,10,0,447,2011-03-27,0
2986,Legend of the Accursed Fruitcake of Camlann,Kantayra,195516,2011-01-02,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,3529,1,11,145,38,1927,2011-01-03,1
2987,Memory,Rachrar,398179,2010-12-21,Mature,M/M,Graphic Depictions Of Violence,Complete Work,English,2650,1,3,51,11,1090,2010-12-21,1
2988,Wrong,Krytella,115267,2010-09-13,Mature,M/M,No Archive Warnings Apply,Complete Work,English,100,1,0,23,0,938,2010-09-13,0
2989,001.Wicked,lmeden,113219,2010-09-07,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,150,1,0,9,0,390,2010-09-07,0
2990,Tales,missingnowrites,29520111,2010-07-28,General Audiences,"Gen, M/M","No Archive Warnings Apply, Major Character Death",Complete Work,English,4219,13,0,0,0,3,2008-03-25,0
2991,The Desire for Socks,CorgiFromSpace,195391,2010-07-13,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,734,1,0,48,1,1181,2010-07-14,1
2992,Consolation,feverbeats,93643,2010-06-10,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,778,1,8,102,16,1278,2010-06-10,1
2993,Divergence,feverbeats,93626,2010-06-10,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,615,1,4,49,12,1049,2010-06-10,1
2994,Lines,feverbeats,93629,2010-06-10,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,680,1,0,38,4,1176,2010-06-10,1
2995,The Rose Valley,feverbeats,93630,2010-06-10,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,1608,1,4,35,2,595,2010-06-10,0
2996,All Summer,Anonymous,91866,2010-06-03,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,459,1,6,85,2,1174,2010-06-03,1
2997,impossible equilibriums,faorism,88121,2010-05-18,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,1192,1,8,14,2,1215,2010-05-18,0
2998,spoken word (the applied linguistics remix),w0rm,88058,2010-05-18,Teen And Up Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,3755,1,21,241,64,4610,2010-05-18,1
2999,World Without End,kitestringer,82718,2010-04-25,Mature,M/M,No Archive Warnings Apply,Complete Work,English,617,1,2,91,9,1191,2010-04-25,1
3000,After Death,snarkyscorp,411458,2010-04-23,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,778,1,6,44,5,1806,2010-04-23,1
3001,The Keeper,mijeli,493916,2010-04-10,Mature,M/M,"Graphic Depictions Of Violence, Major Character Death",Complete Work,English,1297,1,3,43,4,1257,2010-04-10,1
3002,Scenes from a Troubling Tragedy,Sadisticsparkle (sadisticsparkle),77614,2010-04-03,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,554,1,2,26,4,886,2010-04-03,0
3003,As Human as to Breathe,Hijja,76683,2010-04-02,Teen And Up Audiences,"Gen, M/M",Choose Not To Use Archive Warnings,Complete Work,English,14799,1,37,608,162,11646,2010-04-01,1
3004,The End of the Beginning,Ywain Penbrydd (penbrydd),115272,2010-02-16,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,782,1,0,13,2,444,2010-02-16,0
3005,The Truth is a Beautiful and Terrible Thing,Flaggerbasted,60307,2010-02-07,Teen And Up Audiences,M/M,Major Character Death,Complete Work,English,1976,1,14,373,48,7123,2010-02-07,1
3006,Meddling in Memories,UchidaKarasu,1112331,2010-01-17,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,4239,1,2,128,20,4665,2010-01-17,1
3007,The War on Grammar,Woldy,39858,2009-12-27,Teen And Up Audiences,Multi,No Archive Warnings Apply,Complete Work,English,2066,1,7,60,3,889,2009-12-27,1
3008,Englishman,earthphoenix (roughknuckles),771724,2009-11-29,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,137,1,0,32,2,663,2009-11-29,0
3009,Purgatory,earthphoenix (roughknuckles),771898,2009-10-29,Mature,M/M,Major Character Death,Complete Work,English,41477,2,21,158,28,2414,2009-10-29,1
3010,Instantanés,Melie,594853,2009-09-27,General Audiences,"F/M, Gen, M/M",No Archive Warnings Apply,Complete Work,Français,4059,22,3,11,0,390,2009-09-27,0
3011,Reservoirs,Rosie_Rues,241474,2009-09-01,Mature,"F/M, M/M",No Archive Warnings Apply,Complete Work,English,39418,31,45,503,176,10328,2009-08-01,1
3012,Dumbledore's Birds,earthphoenix (roughknuckles),1386475,2009-08-29,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,606,1,0,24,1,526,2009-08-29,0
3013,I remember you in the height of summer,grim_lupine,240939,2009-08-19,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,644,1,3,90,10,1047,2009-08-19,1
3014,"the birth of a terror, a wonder, a love",grim_lupine,240941,2009-08-17,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,634,1,4,43,4,776,2009-08-17,1
3015,Galatea,Rhaella,226493,2009-08-06,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,3096,1,1,64,6,972,2009-08-07,1
3016,The Green Fairy,Nashira,81659,2009-08-05,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,618,1,0,60,2,1303,2009-08-05,1
3017,Пламя в ладонях,Puhospinka,587692,2009-08-02,Mature,M/M,No Archive Warnings Apply,Complete Work,Русский,12881,7,0,18,2,414,2009-08-02,0
3018,The Fight and the Fury,Dearest_Martha,505676,2009-07-13,Explicit,M/M,No Archive Warnings Apply,Complete Work,English,2490,5,0,12,2,1189,2009-07-13,0
3019,Harry Potter ficlets,sophinisba,357244,2009-05-23,General Audiences,"F/M, Gen, M/M",No Archive Warnings Apply,Complete Work,English,550,4,3,8,1,428,2009-05-23,0
3020,"To err is human; to forgive, divine",nathaniel_hp,485041,2009-05-07,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,393,1,0,39,1,1163,2009-05-07,1
3021,Desire,i_claudia,560704,2009-01-03,General Audiences,No category,Choose Not To Use Archive Warnings,Complete Work,English,864,1,1,62,4,707,2009-01-03,1
3022,A Very Long Engagement,RedOrchid,789609,2008-09-20,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,3314,1,2,38,4,753,2008-09-20,1
3023,Love and Other Childish Ways,tuesday,62509,2008-07-30,Teen And Up Audiences,M/M,Major Character Death,Complete Work,English,6256,1,2,66,7,1541,2008-07-31,1
3024,Blot out the Stars,tuesday,62510,2008-07-10,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,2807,1,2,82,13,1813,2008-07-10,1
3025,Diary of Albus Dumbledore.,earthphoenix (roughknuckles),3907165,2008-07-09,General Audiences,"Gen, M/M",No Archive Warnings Apply,Complete Work,English,1179,1,0,43,3,631,2008-07-09,1
3026,Thirty-Five Owls,Letterblade,7101118,2008-06-05,Mature,M/M,Major Character Death,Complete Work,English,11284,1,122,1854,664,34206,2008-06-05,1
3027,five first kisses,Aria,71861,2008-05-21,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,2103,1,2,73,9,3161,2008-05-21,1
3028,Goat,purplekitte,199097,2008-05-07,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,488,1,3,29,3,802,2008-05-08,0
3029,Just Another Story,ChristyCorr,389512,2008-05-07,Teen And Up Audiences,Multi,No Archive Warnings Apply,Complete Work,English,1848,1,5,31,7,871,2008-05-07,0
3030,world-changers,grim_lupine,240943,2008-04-14,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,224,1,4,61,9,1155,2008-04-14,1
3031,Severus Snape Addresses the Slug Club's Annual Reunion Dinner,cruisedirector,27019,2008-04-12,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,2954,1,17,81,12,2272,2008-04-12,1
3032,Perceptions of Reality,Lefaym,71887,2008-02-06,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,1788,1,0,78,5,1325,2008-02-06,1
